card_id,date_key,product_key,country_card_key,country_merchant_key,mcg_key,eligible_transactions,eligible_amount,theoretical_cashback,final_cashback,savings_due_to_cap,cap_status
15152909,202405,1,4,1,6,1,231.6,16.21,16.21,0.0,Dentro del Tope
56644604,202405,1,4,15,5,1,64.4,4.51,3.96,0.55,Con Tope Aplicado
53675546,202405,1,4,1,1,1,97.6,6.83,6.83,0.0,Dentro del Tope
75996374,202405,1,4,3,7,1,46.5,3.26,3.25,0.0,Dentro del Tope
17311262,202405,3,4,7,6,1,246.3,17.24,12.14,5.1,Con Tope Aplicado
23083830,202405,3,4,11,2,2,596.7,41.77,18.65,23.12,Con Tope Aplicado
99279609,202405,2,4,11,4,1,90.5,6.34,4.61,1.72,Con Tope Aplicado
23050706,202405,2,4,6,2,1,237.2,16.6,6.14,10.46,Con Tope Aplicado
95319076,202405,1,4,1,6,1,87.7,6.14,6.14,0.0,Dentro del Tope
89790500,202405,2,4,5,5,1,145.7,10.2,7.07,3.13,Con Tope Aplicado
93605199,202405,2,4,1,9,1,51.7,3.62,2.17,1.45,Con Tope Aplicado
88677650,202405,2,4,15,1,1,201.2,14.08,7.74,6.34,Con Tope Aplicado
31229897,202405,2,4,1,1,1,247.9,17.35,13.28,4.08,Con Tope Aplicado
17311262,202405,3,4,15,10,1,121.0,8.47,5.96,2.51,Con Tope Aplicado
14316930,202405,1,4,3,5,1,127.0,8.89,6.94,1.95,Con Tope Aplicado
92230366,202405,2,4,15,2,1,148.8,10.42,10.42,0.0,Dentro del Tope
67302324,202405,2,4,11,13,1,128.5,9.0,7.84,1.16,Con Tope Aplicado
46540513,202405,2,4,11,1,2,222.8,15.6,15.59,0.0,Dentro del Tope
99884252,202405,4,4,1,4,1,683.7,47.86,4.43,43.42,Con Tope Aplicado
94310143,202405,3,4,1,5,1,348.0,24.36,9.67,14.69,Con Tope Aplicado
22375594,202405,2,4,15,16,1,220.5,15.44,9.34,6.09,Con Tope Aplicado
90296740,202405,3,4,1,7,1,198.3,13.88,6.35,7.53,Con Tope Aplicado
59097112,202405,1,4,1,5,1,83.6,5.85,5.85,0.0,Dentro del Tope
73437500,202405,2,4,1,10,1,188.6,13.2,8.92,4.29,Con Tope Aplicado
92108611,202405,1,4,3,2,1,18.5,1.3,0.96,0.33,Con Tope Aplicado
13902071,202405,3,4,13,2,1,36.1,2.53,1.35,1.17,Con Tope Aplicado
25049074,202405,2,4,5,1,1,77.3,5.41,2.37,3.04,Con Tope Aplicado
79234035,202405,4,4,3,1,1,371.6,26.01,2.94,23.07,Con Tope Aplicado
53258563,202405,2,4,15,15,1,151.6,10.61,5.59,5.03,Con Tope Aplicado
99815395,202405,5,4,3,8,1,953.1,66.72,4.99,61.72,Con Tope Aplicado
69086972,202405,2,4,3,5,1,247.2,17.3,9.13,8.18,Con Tope Aplicado
86992889,202405,3,4,12,4,1,1.9,0.13,0.05,0.08,Con Tope Aplicado
33134689,202405,4,4,9,14,1,1008.6,70.6,10.51,60.1,Con Tope Aplicado
79854115,202405,1,4,3,3,1,86.0,6.02,6.02,0.0,Dentro del Tope
71282316,202405,2,4,15,2,1,32.9,2.3,1.31,1.0,Con Tope Aplicado
99570539,202405,3,4,5,1,1,124.8,8.74,2.99,5.75,Con Tope Aplicado
81533062,202405,1,4,7,2,1,94.6,6.62,6.62,0.0,Dentro del Tope
62670981,202405,1,4,7,3,1,96.6,6.76,6.76,0.0,Dentro del Tope
69438979,202405,1,4,15,6,1,51.5,3.61,3.61,0.0,Dentro del Tope
96469714,202405,2,4,3,14,1,140.1,9.81,9.81,0.0,Dentro del Tope
78678424,202405,3,4,1,7,1,155.3,10.87,2.97,7.9,Con Tope Aplicado
27296781,202405,5,4,11,26,1,244.4,17.11,1.13,15.98,Con Tope Aplicado
52924561,202405,3,4,1,1,1,137.2,9.6,3.26,6.35,Con Tope Aplicado
16894038,202405,1,4,1,12,1,106.3,7.44,6.72,0.72,Con Tope Aplicado
27296781,202405,5,4,1,5,1,1225.7,85.8,5.65,80.15,Con Tope Aplicado
46995762,202405,4,4,15,2,1,700.8,49.06,4.13,44.93,Con Tope Aplicado
66582199,202405,2,4,3,1,1,58.8,4.12,3.15,0.97,Con Tope Aplicado
44707287,202405,1,4,1,7,1,26.0,1.82,1.66,0.16,Con Tope Aplicado
90501166,202405,1,4,7,11,1,73.4,5.14,4.64,0.5,Con Tope Aplicado
21943835,202405,1,4,1,1,1,38.5,2.7,2.69,0.0,Dentro del Tope
15565135,202405,4,4,13,4,1,719.6,50.37,5.37,45.0,Con Tope Aplicado
78759054,202405,2,4,3,1,1,57.9,4.05,2.66,1.4,Con Tope Aplicado
96861710,202405,4,4,7,5,1,512.1,35.85,2.33,33.51,Con Tope Aplicado
95895746,202405,2,4,16,13,1,99.6,6.97,5.5,1.47,Con Tope Aplicado
40638672,202405,3,4,11,4,1,409.9,28.69,5.62,23.07,Con Tope Aplicado
90736794,202405,1,4,3,6,1,191.6,13.41,7.62,5.79,Con Tope Aplicado
28109970,202405,2,4,11,3,1,9.3,0.65,0.65,0.0,Dentro del Tope
77854586,202405,2,4,3,4,1,106.1,7.43,5.6,1.83,Con Tope Aplicado
55635795,202405,1,4,11,1,1,25.6,1.79,1.79,0.0,Dentro del Tope
15649483,202405,2,4,3,3,1,39.1,2.74,2.74,0.0,Dentro del Tope
55900880,202405,2,4,3,9,1,31.8,2.23,2.23,0.0,Dentro del Tope
16939509,202405,2,4,11,1,1,106.4,7.45,3.03,4.42,Con Tope Aplicado
55663597,202405,1,4,5,15,1,118.8,8.32,5.57,2.74,Con Tope Aplicado
44139161,202405,2,4,15,1,2,106.0,7.42,5.09,2.33,Con Tope Aplicado
68963876,202405,2,4,3,1,1,176.9,12.38,10.0,2.39,Con Tope Aplicado
93603988,202405,3,4,5,8,1,121.2,8.48,2.41,6.07,Con Tope Aplicado
99627339,202405,1,4,3,3,1,88.9,6.22,4.14,2.08,Con Tope Aplicado
12998590,202405,1,4,5,9,1,161.4,11.3,10.96,0.34,Con Tope Aplicado
20338703,202405,3,4,7,9,1,390.9,27.36,4.98,22.39,Con Tope Aplicado
30580610,202405,5,4,11,3,1,1181.4,82.7,11.16,71.54,Con Tope Aplicado
22770566,202405,1,4,3,3,1,25.6,1.79,1.79,0.0,Dentro del Tope
53355775,202405,2,4,5,5,1,168.0,11.76,7.09,4.67,Con Tope Aplicado
12201195,202405,2,4,11,2,1,184.0,12.88,12.88,0.0,Dentro del Tope
27100785,202405,1,4,3,4,1,72.2,5.05,5.05,0.0,Dentro del Tope
76077969,202405,3,4,5,1,1,106.4,7.45,2.33,5.12,Con Tope Aplicado
89222587,202405,3,4,17,1,1,87.7,6.14,2.66,3.48,Con Tope Aplicado
74362099,202405,1,4,1,9,1,124.2,8.69,7.11,1.59,Con Tope Aplicado
53904989,202405,1,4,3,4,1,44.0,3.08,3.08,0.0,Dentro del Tope
59022911,202405,2,4,3,1,1,128.0,8.96,3.87,5.09,Con Tope Aplicado
13247816,202405,1,4,5,4,1,88.9,6.22,6.22,0.0,Dentro del Tope
52375429,202405,1,4,9,1,1,107.6,7.53,5.63,1.9,Con Tope Aplicado
50289433,202405,2,4,11,9,1,133.6,9.35,7.4,1.95,Con Tope Aplicado
20133083,202405,5,4,11,2,1,4664.5,326.52,31.42,295.1,Con Tope Aplicado
14295255,202405,1,4,11,2,1,39.4,2.76,1.4,1.35,Con Tope Aplicado
74149166,202405,2,4,11,4,1,123.1,8.62,8.31,0.31,Con Tope Aplicado
45465353,202405,2,4,11,5,1,210.1,14.71,6.9,7.81,Con Tope Aplicado
35234181,202405,1,4,1,7,1,13.6,0.95,0.95,0.0,Dentro del Tope
58159081,202405,1,4,1,1,1,97.8,6.85,6.85,0.0,Dentro del Tope
46835744,202405,2,4,7,4,1,112.9,7.9,5.96,1.95,Con Tope Aplicado
56234791,202405,2,4,11,5,1,368.6,25.8,22.93,2.87,Con Tope Aplicado
50233706,202405,4,4,3,4,1,2239.2,156.74,32.63,124.11,Con Tope Aplicado
86656150,202405,1,4,3,1,1,78.6,5.5,4.72,0.78,Con Tope Aplicado
69142055,202405,1,4,15,1,1,131.8,9.23,8.94,0.29,Con Tope Aplicado
36199294,202405,1,4,3,6,1,31.5,2.21,1.81,0.39,Con Tope Aplicado
40870284,202405,2,4,5,4,1,119.4,8.36,3.37,4.99,Con Tope Aplicado
97403904,202405,1,4,7,8,1,90.5,6.34,6.34,0.0,Dentro del Tope
15741336,202405,3,4,13,5,1,199.1,13.94,7.19,6.75,Con Tope Aplicado
67678799,202405,1,4,5,1,1,161.0,11.27,8.08,3.19,Con Tope Aplicado
39478618,202405,1,4,3,3,1,141.7,9.92,9.36,0.56,Con Tope Aplicado
46905281,202405,2,4,3,1,1,125.6,8.79,8.23,0.56,Con Tope Aplicado
93806905,202405,1,4,5,1,1,47.5,3.33,2.44,0.88,Con Tope Aplicado
27550607,202405,2,4,16,2,1,150.3,10.52,10.52,0.0,Dentro del Tope
13525048,202405,2,4,1,2,1,154.6,10.82,10.82,0.0,Dentro del Tope
66412171,202405,3,4,5,2,1,44.5,3.12,3.04,0.08,Con Tope Aplicado
26828414,202405,2,4,5,4,1,80.7,5.65,5.65,0.0,Dentro del Tope
74399094,202405,1,4,5,8,1,174.5,12.22,12.22,0.0,Dentro del Tope
39078956,202405,3,4,3,5,1,331.5,23.21,5.88,17.32,Con Tope Aplicado
66636691,202405,1,4,1,3,1,133.7,9.36,6.38,2.98,Con Tope Aplicado
50604463,202405,2,4,15,3,1,87.2,6.1,4.38,1.72,Con Tope Aplicado
97152123,202405,1,4,5,2,1,69.2,4.84,2.56,2.28,Con Tope Aplicado
44197348,202405,4,4,9,2,1,510.3,35.72,4.48,31.24,Con Tope Aplicado
95745526,202405,2,4,7,3,1,82.9,5.8,5.8,0.0,Dentro del Tope
24162967,202405,3,4,13,1,1,608.7,42.61,14.82,27.79,Con Tope Aplicado
90536616,202405,3,4,3,1,1,451.2,31.58,13.91,17.67,Con Tope Aplicado
37741132,202405,1,4,1,5,1,68.1,4.77,4.77,0.0,Dentro del Tope
36238337,202405,3,4,15,6,1,108.5,7.6,5.43,2.17,Con Tope Aplicado
76081756,202405,3,4,13,8,1,72.0,5.04,1.77,3.27,Con Tope Aplicado
16805325,202405,3,4,5,4,1,196.1,13.73,13.73,0.0,Dentro del Tope
90571741,202405,3,4,3,4,1,264.7,18.53,12.46,6.07,Con Tope Aplicado
54336975,202405,5,4,3,2,1,1653.2,115.72,14.41,101.32,Con Tope Aplicado
67569971,202405,3,4,15,5,1,86.4,6.05,1.82,4.23,Con Tope Aplicado
23004987,202405,2,4,11,8,1,31.5,2.21,1.99,0.22,Con Tope Aplicado
47529548,202405,2,4,6,1,1,36.8,2.58,2.58,0.0,Dentro del Tope
37892638,202405,1,4,11,4,1,58.4,4.09,4.09,0.0,Dentro del Tope
45705999,202405,2,4,1,1,1,50.6,3.54,2.72,0.82,Con Tope Aplicado
15869411,202405,5,4,3,3,1,292.0,20.44,0.93,19.51,Con Tope Aplicado
99585730,202405,5,4,3,1,1,1629.2,114.04,7.63,106.42,Con Tope Aplicado
81281207,202405,1,4,1,1,1,120.7,8.45,5.09,3.36,Con Tope Aplicado
11284221,202405,1,4,1,4,1,73.4,5.14,3.99,1.14,Con Tope Aplicado
60827399,202405,1,4,17,15,1,99.0,6.93,6.93,0.0,Dentro del Tope
34245112,202405,1,4,16,18,1,80.8,5.66,4.78,0.88,Con Tope Aplicado
49703773,202405,2,4,1,1,1,49.3,3.45,1.69,1.76,Con Tope Aplicado
90914743,202405,4,4,13,1,1,714.2,49.99,6.68,43.32,Con Tope Aplicado
77285825,202405,2,4,3,8,1,84.4,5.91,1.98,3.93,Con Tope Aplicado
94900909,202405,3,4,5,2,1,80.7,5.65,1.3,4.35,Con Tope Aplicado
37733222,202405,1,4,5,3,1,58.1,4.07,4.07,0.0,Dentro del Tope
82935851,202405,1,4,5,12,1,70.4,4.93,4.93,0.0,Dentro del Tope
66176899,202405,3,4,1,4,1,583.9,40.87,13.89,26.99,Con Tope Aplicado
95822916,202405,2,4,15,2,1,49.0,3.43,2.66,0.77,Con Tope Aplicado
54202495,202405,1,4,3,9,1,134.2,9.39,8.53,0.87,Con Tope Aplicado
32989917,202405,1,4,15,3,1,112.5,7.88,7.88,0.0,Dentro del Tope
48481472,202405,2,4,3,4,1,40.1,2.81,2.81,0.0,Dentro del Tope
89495319,202405,2,4,9,1,1,93.6,6.55,5.21,1.35,Con Tope Aplicado
14350155,202405,5,4,11,2,1,261.2,18.28,4.55,13.73,Con Tope Aplicado
26845256,202405,3,4,10,5,1,150.9,10.56,5.68,4.89,Con Tope Aplicado
62649562,202405,1,4,12,1,1,39.8,2.79,2.57,0.22,Con Tope Aplicado
83355070,202405,3,4,5,10,1,151.1,10.58,3.1,7.48,Con Tope Aplicado
22457287,202405,2,4,3,1,1,21.4,1.5,1.5,0.0,Dentro del Tope
85282779,202405,3,4,3,12,1,94.2,6.59,2.81,3.78,Con Tope Aplicado
79674200,202405,1,4,11,4,1,140.2,9.81,6.84,2.97,Con Tope Aplicado
36764769,202405,3,4,8,1,1,265.8,18.61,11.53,7.08,Con Tope Aplicado
84599513,202405,2,4,7,3,1,126.3,8.84,4.19,4.65,Con Tope Aplicado
91759274,202405,1,4,12,1,1,72.5,5.08,5.08,0.0,Dentro del Tope
61007207,202405,2,4,14,1,1,241.6,16.91,10.7,6.21,Con Tope Aplicado
13117024,202405,1,4,11,1,1,8.3,0.58,0.3,0.28,Con Tope Aplicado
42493671,202405,4,4,1,1,1,324.5,22.72,3.26,19.46,Con Tope Aplicado
83297890,202405,3,4,7,1,1,249.0,17.43,5.2,12.23,Con Tope Aplicado
72112362,202405,4,4,3,4,1,389.1,27.24,5.38,21.86,Con Tope Aplicado
83522703,202405,2,4,1,7,1,56.9,3.98,3.47,0.51,Con Tope Aplicado
77911944,202405,1,4,11,10,1,278.3,19.48,19.48,0.0,Dentro del Tope
96168828,202405,1,4,17,2,1,163.6,11.45,9.15,2.31,Con Tope Aplicado
73237304,202405,1,4,1,2,1,79.7,5.58,5.08,0.5,Con Tope Aplicado
52103378,202405,4,4,3,8,1,629.3,44.05,2.85,41.2,Con Tope Aplicado
38977669,202405,2,4,11,6,1,28.8,2.02,1.04,0.97,Con Tope Aplicado
15062577,202405,2,4,10,5,1,192.6,13.48,7.41,6.07,Con Tope Aplicado
76056120,202405,2,4,10,2,1,77.5,5.43,3.75,1.68,Con Tope Aplicado
73130224,202405,2,4,11,10,1,172.7,12.09,8.45,3.64,Con Tope Aplicado
99142570,202405,3,4,7,2,1,255.3,17.87,9.24,8.63,Con Tope Aplicado
88230683,202405,1,4,1,1,1,65.3,4.57,4.25,0.32,Con Tope Aplicado
25049074,202405,2,4,12,8,1,297.7,20.84,9.12,11.72,Con Tope Aplicado
39078956,202405,3,4,1,4,2,304.5,21.32,5.4,15.91,Con Tope Aplicado
69225513,202405,2,4,3,3,1,310.6,21.74,10.56,11.18,Con Tope Aplicado
40978013,202405,3,4,1,11,1,217.0,15.19,3.73,11.46,Con Tope Aplicado
26537148,202405,1,4,13,5,1,162.4,11.37,11.37,0.0,Dentro del Tope
71169257,202405,1,4,1,2,1,133.0,9.31,9.31,0.0,Dentro del Tope
23836138,202405,2,4,11,2,1,87.9,6.15,2.12,4.03,Con Tope Aplicado
25016498,202405,3,4,15,5,1,43.9,3.07,1.41,1.66,Con Tope Aplicado
55454617,202405,1,4,3,5,1,153.0,10.71,10.71,0.0,Dentro del Tope
36168916,202405,4,4,1,1,1,60.7,4.25,0.6,3.65,Con Tope Aplicado
69276417,202405,1,4,11,8,1,72.2,5.05,5.05,0.0,Dentro del Tope
45811009,202405,5,4,3,2,1,251.7,17.62,2.27,15.35,Con Tope Aplicado
87673772,202405,4,4,5,2,1,626.0,43.82,4.92,38.9,Con Tope Aplicado
66627822,202405,2,4,1,2,1,36.1,2.53,1.57,0.96,Con Tope Aplicado
10548519,202405,1,4,1,11,1,96.1,6.73,6.73,0.0,Dentro del Tope
22282579,202405,3,4,11,1,1,252.7,17.69,11.29,6.4,Con Tope Aplicado
18457841,202405,3,4,7,12,1,34.0,2.38,0.88,1.5,Con Tope Aplicado
84429374,202405,1,4,11,2,1,32.8,2.3,2.3,0.0,Dentro del Tope
70327839,202405,2,4,1,2,1,211.2,14.78,14.78,0.0,Dentro del Tope
25910047,202405,1,4,11,4,1,4.3,0.3,0.3,0.0,Dentro del Tope
67332208,202405,2,4,11,1,1,192.1,13.45,13.45,0.0,Dentro del Tope
41989447,202405,2,4,5,3,1,99.1,6.94,3.26,3.68,Con Tope Aplicado
43086237,202405,2,4,14,14,1,69.5,4.87,1.71,3.16,Con Tope Aplicado
73851097,202405,1,4,3,1,1,62.3,4.36,4.36,0.0,Dentro del Tope
39723534,202405,2,4,11,6,1,132.8,9.3,4.58,4.72,Con Tope Aplicado
39667025,202405,2,4,15,3,1,328.8,23.02,10.05,12.97,Con Tope Aplicado
41248199,202405,1,4,15,4,1,98.4,6.89,6.89,0.0,Dentro del Tope
39667025,202405,2,4,9,11,1,41.4,2.9,1.27,1.63,Con Tope Aplicado
49254287,202405,5,4,1,2,1,2087.6,146.13,10.64,135.49,Con Tope Aplicado
18515129,202405,3,4,11,5,1,242.3,16.96,7.46,9.51,Con Tope Aplicado
33746106,202405,1,4,13,2,1,174.4,12.21,8.99,3.22,Con Tope Aplicado
90479588,202405,1,4,1,10,1,34.1,2.39,2.39,0.0,Dentro del Tope
15956885,202405,1,4,2,8,1,79.1,5.54,5.54,0.0,Dentro del Tope
19354731,202405,1,4,3,2,1,43.0,3.01,3.01,0.0,Dentro del Tope
77214477,202405,2,4,11,15,1,243.0,17.01,4.29,12.72,Con Tope Aplicado
78954174,202405,1,4,5,4,1,101.2,7.08,5.8,1.28,Con Tope Aplicado
55954223,202405,1,4,5,13,1,57.3,4.01,4.01,0.0,Dentro del Tope
71391943,202405,2,4,11,6,1,52.2,3.65,3.65,0.0,Dentro del Tope
83563199,202405,3,4,3,2,1,37.8,2.65,1.97,0.67,Con Tope Aplicado
71650462,202405,1,4,11,1,1,69.6,4.87,4.87,0.0,Dentro del Tope
19740879,202405,3,4,1,3,1,134.2,9.39,3.38,6.02,Con Tope Aplicado
57437739,202405,1,4,3,10,1,22.8,1.6,1.6,0.0,Dentro del Tope
36412314,202405,3,4,3,5,1,187.4,13.12,5.15,7.97,Con Tope Aplicado
46997959,202405,4,4,15,9,1,566.2,39.63,6.09,33.54,Con Tope Aplicado
58484744,202405,3,4,3,2,1,298.6,20.9,10.41,10.49,Con Tope Aplicado
34859186,202405,3,4,1,2,1,325.1,22.76,8.75,14.0,Con Tope Aplicado
37531142,202405,1,4,7,9,1,142.4,9.97,8.32,1.65,Con Tope Aplicado
43093039,202405,4,4,1,8,1,495.1,34.66,3.76,30.9,Con Tope Aplicado
65938558,202405,3,4,9,10,1,304.5,21.32,9.03,12.29,Con Tope Aplicado
80339194,202405,5,4,15,4,1,836.5,58.56,3.01,55.55,Con Tope Aplicado
41467542,202405,1,4,7,10,1,105.9,7.41,5.48,1.94,Con Tope Aplicado
22068618,202405,1,4,11,9,1,94.8,6.64,6.64,0.0,Dentro del Tope
38416947,202405,1,4,13,10,1,28.1,1.97,1.22,0.75,Con Tope Aplicado
89460062,202405,5,4,11,1,1,1022.9,71.6,5.01,66.59,Con Tope Aplicado
47103758,202405,2,4,13,1,1,177.0,12.39,7.44,4.95,Con Tope Aplicado
86271355,202405,1,4,10,4,1,57.2,4.0,4.0,0.0,Dentro del Tope
33042320,202405,2,4,7,4,1,203.2,14.22,10.15,4.07,Con Tope Aplicado
37103981,202405,5,4,1,14,1,564.9,39.54,4.38,35.16,Con Tope Aplicado
18660859,202405,2,4,11,3,1,316.7,22.17,9.52,12.65,Con Tope Aplicado
81510514,202405,2,4,8,2,1,146.3,10.24,4.9,5.34,Con Tope Aplicado
85227422,202405,3,4,11,1,1,223.1,15.62,5.52,10.1,Con Tope Aplicado
21144634,202405,1,4,11,12,1,40.9,2.86,2.18,0.69,Con Tope Aplicado
98629133,202405,1,4,5,2,1,62.6,4.38,3.03,1.35,Con Tope Aplicado
14229301,202405,1,4,11,5,1,45.5,3.19,3.19,0.0,Dentro del Tope
75566692,202405,2,4,1,4,1,55.7,3.9,2.17,1.73,Con Tope Aplicado
85327949,202405,3,4,11,2,1,149.7,10.48,3.19,7.29,Con Tope Aplicado
19235538,202405,2,4,1,24,1,16.1,1.13,1.13,0.0,Dentro del Tope
64307005,202405,3,4,3,5,1,50.1,3.51,1.36,2.14,Con Tope Aplicado
43251336,202405,2,4,16,1,1,405.9,28.41,12.4,16.01,Con Tope Aplicado
47290047,202405,3,4,3,3,1,295.7,20.7,5.89,14.81,Con Tope Aplicado
84599513,202405,2,4,1,3,1,157.2,11.0,5.22,5.79,Con Tope Aplicado
86117135,202405,2,4,1,3,1,107.0,7.49,4.3,3.19,Con Tope Aplicado
83372634,202405,1,4,13,8,1,136.1,9.53,9.53,0.0,Dentro del Tope
47531654,202405,1,4,11,7,1,27.3,1.91,1.91,0.0,Dentro del Tope
18379610,202405,4,4,17,2,1,128.6,9.0,2.01,7.0,Con Tope Aplicado
38373287,202405,3,4,5,5,1,375.8,26.31,16.3,10.01,Con Tope Aplicado
26222818,202405,2,4,7,1,1,227.2,15.9,11.95,3.95,Con Tope Aplicado
25910047,202405,1,4,5,5,1,102.3,7.16,7.16,0.0,Dentro del Tope
34061706,202405,2,4,15,18,1,95.9,6.71,6.71,0.0,Dentro del Tope
11406833,202405,3,4,7,8,1,47.5,3.33,2.48,0.85,Con Tope Aplicado
12899189,202405,3,4,16,3,1,59.8,4.19,1.49,2.69,Con Tope Aplicado
46759113,202405,2,4,3,15,1,153.8,10.77,10.77,0.0,Dentro del Tope
29066294,202405,2,4,15,1,1,102.7,7.19,4.19,3.0,Con Tope Aplicado
73024157,202405,1,4,11,1,1,91.6,6.41,6.22,0.19,Con Tope Aplicado
74343156,202405,3,4,11,4,1,167.4,11.72,3.03,8.69,Con Tope Aplicado
18984274,202405,2,4,11,4,1,302.5,21.18,21.18,0.0,Dentro del Tope
87400135,202405,2,4,15,1,1,173.4,12.14,4.26,7.88,Con Tope Aplicado
26923425,202405,2,4,2,9,1,50.6,3.54,2.69,0.85,Con Tope Aplicado
50250330,202405,1,4,1,3,1,103.7,7.26,7.26,0.0,Dentro del Tope
46955933,202405,2,4,5,1,1,228.0,15.96,13.89,2.07,Con Tope Aplicado
99348651,202405,2,4,15,1,1,170.5,11.94,7.63,4.31,Con Tope Aplicado
28974263,202405,3,4,3,3,1,400.4,28.03,17.42,10.61,Con Tope Aplicado
78930857,202405,1,4,11,8,1,33.4,2.34,1.48,0.86,Con Tope Aplicado
86714361,202405,1,4,1,14,1,71.7,5.02,4.11,0.91,Con Tope Aplicado
43271617,202405,1,4,1,1,1,57.3,4.01,4.01,0.0,Dentro del Tope
39175196,202405,2,4,1,1,1,660.2,46.21,17.42,28.8,Con Tope Aplicado
15682166,202405,2,4,7,3,1,130.2,9.11,3.84,5.28,Con Tope Aplicado
83693162,202405,3,4,15,8,1,191.5,13.41,4.44,8.97,Con Tope Aplicado
18387894,202405,1,4,1,3,1,46.1,3.23,3.23,0.0,Dentro del Tope
45960978,202405,4,4,5,3,1,105.8,7.41,0.54,6.87,Con Tope Aplicado
22068618,202405,1,4,3,1,1,24.2,1.69,1.69,0.0,Dentro del Tope
67983924,202405,3,4,11,4,1,503.0,35.21,5.78,29.43,Con Tope Aplicado
91124448,202405,2,4,11,1,1,65.5,4.59,3.95,0.64,Con Tope Aplicado
61101277,202405,3,4,11,3,1,50.4,3.53,1.71,1.81,Con Tope Aplicado
73818204,202405,3,4,3,3,1,400.1,28.01,12.33,15.68,Con Tope Aplicado
44851339,202405,1,4,2,2,1,140.3,9.82,9.82,0.0,Dentro del Tope
40721664,202405,3,4,11,2,1,300.7,21.05,7.14,13.91,Con Tope Aplicado
57265782,202405,3,4,3,2,1,269.2,18.84,5.02,13.82,Con Tope Aplicado
74821451,202405,3,4,11,3,1,118.8,8.32,2.73,5.59,Con Tope Aplicado
55124698,202405,3,4,15,11,1,271.7,19.02,4.86,14.16,Con Tope Aplicado
47285272,202405,1,4,3,3,1,38.5,2.7,2.69,0.0,Dentro del Tope
54738247,202405,2,4,5,2,1,95.2,6.66,5.1,1.57,Con Tope Aplicado
23221081,202405,1,4,3,1,1,76.6,5.36,5.36,0.0,Dentro del Tope
87226966,202405,2,4,11,1,1,110.9,7.76,7.76,0.0,Dentro del Tope
67129272,202405,1,4,2,3,1,30.1,2.11,2.11,0.0,Dentro del Tope
66833432,202405,3,4,13,3,1,52.2,3.65,2.16,1.5,Con Tope Aplicado
72517334,202405,4,4,16,7,1,987.9,69.15,7.41,61.75,Con Tope Aplicado
93351557,202405,1,4,11,2,1,148.2,10.37,10.38,0.0,Dentro del Tope
18959041,202405,4,4,1,5,1,67.1,4.7,0.94,3.75,Con Tope Aplicado
98598416,202405,2,4,3,20,1,157.8,11.05,5.83,5.22,Con Tope Aplicado
29658016,202405,1,4,11,1,1,11.6,0.81,0.56,0.25,Con Tope Aplicado
85821611,202405,1,4,7,9,1,120.8,8.46,8.46,0.0,Dentro del Tope
19347348,202405,1,4,3,10,1,46.8,3.28,3.28,0.0,Dentro del Tope
34937065,202405,3,4,1,4,1,318.2,22.27,17.22,5.05,Con Tope Aplicado
19511055,202405,3,4,11,5,1,122.7,8.59,7.1,1.49,Con Tope Aplicado
12557657,202405,1,4,15,3,1,194.7,13.63,7.95,5.68,Con Tope Aplicado
27550607,202405,2,4,1,1,1,162.6,11.38,11.38,0.0,Dentro del Tope
26482633,202405,3,4,1,7,1,278.5,19.5,9.24,10.25,Con Tope Aplicado
11944864,202405,1,4,11,1,1,159.3,11.15,11.15,0.0,Dentro del Tope
40894583,202405,1,4,17,9,1,123.2,8.62,6.07,2.56,Con Tope Aplicado
12963536,202405,3,4,5,1,1,295.2,20.66,9.45,11.21,Con Tope Aplicado
94816020,202405,2,4,11,6,1,222.7,15.59,9.33,6.25,Con Tope Aplicado
32162743,202405,1,4,5,3,1,191.7,13.42,13.42,0.0,Dentro del Tope
43030375,202405,1,4,5,3,1,91.7,6.42,2.67,3.75,Con Tope Aplicado
22734437,202405,1,4,1,1,1,165.1,11.56,8.34,3.22,Con Tope Aplicado
83522703,202405,2,4,15,5,1,84.2,5.89,5.14,0.75,Con Tope Aplicado
10578166,202405,1,4,1,3,1,257.1,18.0,18.0,0.0,Dentro del Tope
36568949,202405,1,4,13,2,1,83.3,5.83,5.83,0.0,Dentro del Tope
12471365,202405,2,4,9,1,1,118.6,8.3,8.3,0.0,Dentro del Tope
17961748,202405,1,4,11,1,1,21.0,1.47,1.47,0.0,Dentro del Tope
31824404,202405,3,4,3,1,1,198.7,13.91,5.02,8.89,Con Tope Aplicado
33851370,202405,4,4,11,11,1,157.0,10.99,1.11,9.88,Con Tope Aplicado
85262403,202405,1,4,11,5,1,118.7,8.31,7.6,0.71,Con Tope Aplicado
24535297,202405,1,4,12,14,1,74.7,5.23,5.23,0.0,Dentro del Tope
80019836,202405,2,4,11,8,1,85.1,5.96,2.71,3.25,Con Tope Aplicado
15741336,202405,3,4,6,4,1,34.3,2.4,1.24,1.16,Con Tope Aplicado
81870276,202405,2,4,13,1,1,207.9,14.55,11.17,3.38,Con Tope Aplicado
73278590,202405,3,4,1,9,1,99.2,6.94,1.81,5.13,Con Tope Aplicado
19212431,202405,2,4,10,4,1,77.5,5.43,3.52,1.91,Con Tope Aplicado
53772082,202405,2,4,15,3,1,101.0,7.07,3.8,3.27,Con Tope Aplicado
16850951,202405,3,4,11,5,1,9.0,0.63,0.15,0.48,Con Tope Aplicado
